Temperature,Stress,Ni,Al,Co,Cr,Mo,Re,Ru,Ti,Ta,W,Hf,Nb,Si,C,Y,Ce,B,Ni_A1,Al_A1,Co_A1,Cr_A1,Mo_A1,Re_A1,Ru_A1,Ti_A1,Ta_A1,W_A1,Hf_A1,Ni_L12,Al_L12,Co_L12,Cr_L12,Mo_L12,Re_L12,Ru_L12,Ti_L12,Ta_L12,W_L12,Hf_L12,creep_life
1093,138,63.131,5.75,7.5,8,0,3,0,1.5,5,5.9,0.15,0,0,0.05,0.015,0,0.004,0.300945099,0.044838321,0.058327556,0.075325523,0,0.00869023,0,0.00457971,0.003223137,0.014019625,4.08E-05,0.340390347,0.082081575,0.017468857,0.016307533,0,0.000901618,0,0.014077987,0.01323517,0.005091204,0.000460609,90
1040,137,65.788,5.12,1.01,7.33,0.41,1.44,0,0,8.72,9,0.25,0.85,0,0.06,0,0,0.022,0.22569897,0.02086293,0.0073151,0.05485332,0.00197276,0.00382305,0,0,0.00240637,0.01404764,1.99E-05,0.48693165,0.09808878,0.00342528,0.0335169,0.00070245,0.00102357,0,0,0.02780364,0.01663803,0.00085632,588.8
1040,137,65.964,5.1,0.89,5.75,0.82,2.83,0,0,8.61,8.89,0.22,0.84,0,0.061,0,0,0.025,0.223149368,0.019438852,0.006422388,0.042842415,0.003780307,0.006638587,0,0,0.002209683,0.013439324,1.91E-05,0.49988659,0.10054632,0.00310982,0.02715321,0.00158207,0.00190799,0,0,0.02798838,0.01606514,0.00076727,508.9
1040,137,65.89,5.2,0.99,4.27,0.81,5.61,0,0,8.52,7.56,0.22,0.83,0,0.07,0,0,0.03,0.219314772,0.019594833,0.006927192,0.030921728,0.003261276,0.010197527,0,0,0.002077554,0.00966002,2.11E-05,0.509076637,0.104084242,0.003514835,0.020924892,0.001791608,0.003296012,0,0,0.028125517,0.01223354,0.000772717,454.3
1040,137,66.162,4.96,1,7.54,0.83,1.44,0,0,8.77,7.21,0.28,1.71,0,0.066,0,0,0.032,0.270600433,0.024489149,0.007800478,0.061584149,0.004160514,0.003993472,0,0,0.003084452,0.012726277,2.72E-05,0.448924173,0.089717566,0.002739654,0.028509529,0.001210829,0.000813335,0,0,0.027023511,0.011637416,0.000947872,333.5
1040,137,66.202,4.96,0.97,7.54,0.83,1.44,0,0,8.77,7.21,0.28,1.71,0,0.066,0,0,0.022,0.270168856,0.024404024,0.007557225,0.061477056,0.004158412,0.00398789,0,0,0.003077147,0.012692263,2.71E-05,0.449673039,0.089803544,0.002670282,0.028619789,0.001218776,0.000814559,0,0,0.027033543,0.011673297,0.000949298,232.2
1040,137,66.103,5.12,0.99,4.23,0.81,4.27,0,0,8.52,8.8,0.24,0.83,0,0.061,0,0,0.026,0.217132185,0.018787442,0.006871706,0.030213409,0.003353727,0.008167804,0,0,0.002215909,0.011879899,2.09E-05,0.514365979,0.103043275,0.003685055,0.021522659,0.001852898,0.002730951,0,0,0.028007804,0.015327895,0.000843484,460.6
1148,90,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.388510848,0.070417591,0.085521995,0.070176077,0.008263688,0.008844627,0,0.005613564,0.007310688,0.007996065,8.49E-05,0.239366318,0.061006637,0.014762023,0.00938991,0.000979273,0.00068063,0,0.006733371,0.012286059,0.001649485,0.000413239,47.1
871,552,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.16232719,0.01480785,0.066581683,0.060356209,0.00603367,0.008371068,0,0.000357599,0.000435621,0.00581586,3.25E-06,0.465279156,0.116617145,0.033075348,0.018197489,0.002916437,0.000517432,0,0.011988302,0.019158435,0.003749704,0.000490553,57.9
1093,138,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.314872467,0.052071848,0.080090369,0.067222604,0.007859386,0.008744182,0,0.003424486,0.004451286,0.00738968,4.37E-05,0.313002013,0.079352176,0.020195435,0.012344176,0.001384182,0.000780588,0,0.00891776,0.015148845,0.002250997,0.00045383,42.8
982,276,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.218932351,0.028339767,0.072283748,0.063457411,0.007104325,0.008793693,0,0.001142568,0.0014935,0.006504476,1.22E-05,0.408941749,0.103086351,0.028004681,0.016106687,0.002136903,0.000728086,0,0.011199505,0.018101525,0.003143201,0.000485391,63.7
1100,120,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,0.32449734,0.049896414,0.075483189,0.063862345,0.00328092,0.008972987,0,0.00387545,0.005323238,0.015265088,3.30E-05,0.31306124,0.075971685,0.017130826,0.011952471,0.000507946,0.000795633,0,0.008787921,0.016465551,0.004526566,0.000305667,377
1150,90,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,0.391486134,0.065812063,0.079550913,0.066400132,0.003412094,0.009060145,0,0.005893618,0.008226508,0.016343157,5.82E-05,0.246071799,0.060055995,0.013068264,0.00941382,0.000382072,0.000711078,0,0.006771158,0.013560004,0.003452795,0.000283016,435
850,500,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,0.164295858,0.012528104,0.064378933,0.057056439,0.002633275,0.007514938,0,0.000375266,0.000423377,0.011530603,3.21E-06,0.472530863,0.113336173,0.026786717,0.016981945,0.00101475,0.000389772,0,0.012291246,0.021363516,0.006989008,0.00033601,917
1050,140,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,0.273890295,0.037935421,0.072329054,0.062038724,0.003173251,0.008974125,0,0.002474465,0.003369485,0.014411248,1.91E-05,0.363667764,0.087930737,0.020286896,0.01377486,0.000620442,0.000792498,0,0.010192979,0.018415142,0.005380642,0.000318042,468
950,240,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,0.206021583,0.02186292,0.068216146,0.059938921,0.002980261,0.009117221,0,0.000951229,0.001231228,0.01323282,7.67E-06,0.431538822,0.104005757,0.024398695,0.01587333,0.000813701,0.000653426,0,0.011718524,0.02055211,0.006558922,0.000332878,953
1040,137,66.06,5.28,1.01,7.36,0.84,2.89,0,0,8.78,6.56,0.26,0.86,0,0.071,0,0,0.029,0.237387997,0.022349676,0.007695879,0.058847119,0.00415718,0.007899697,0,0,0.002115488,0.010932365,2.11E-05,0.473548531,0.099480734,0.002970542,0.029277353,0.00129718,0.001764165,0,0,0.028090433,0.01127898,0.000888568,436.5
1040,137,66.078,5.27,1.01,7.5,0.84,2.89,0,0,9.59,5.61,0.26,0.86,0,0.066,0,0,0.026,0.232236096,0.021500398,0.007790049,0.060333138,0.004188793,0.00794903,0,0,0.002253377,0.009341838,2.07E-05,0.478005719,0.099958073,0.002866228,0.029369023,0.001256429,0.001701414,0,0,0.030703979,0.009632621,0.000883427,415.4
1040,137,66.023,5.4,0.98,6.5,0.77,1.29,0,0,9.23,8.62,0.21,0.89,0,0.065,0,0,0.022,0.186449206,0.017358098,0.006464319,0.044061175,0.003440863,0.003234906,0,0,0.001870094,0.011723101,1.10E-05,0.52821449,0.107930778,0.003946122,0.034194885,0.00158135,0.001102593,0,0,0.030060162,0.017626977,0.00072539,550.3
1040,137,66.61,4.85,1.05,7.67,0.84,1.45,0,0,7.22,7.32,0.28,2.59,0,0.088,0,0,0.032,0.329715538,0.030948029,0.008489024,0.066149797,0.004281421,0.004096877,0,0,0.003404837,0.01423757,4.15E-05,0.397564798,0.079729493,0.00248313,0.024680485,0.001109598,0.000700232,0,0,0.021163166,0.010277251,0.000926461,220.3
204,759,64.53,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634041602,0.091039599,0.011815079,0.054978823,1.91E-06,0,0,0.04549739,0.014461822,0.010915687,0,256.2
950,240,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,0.21210474,0.022457933,0.065518226,0.039911333,0,0.011669894,0,0,0.00156162,0.014208905,7.35E-06,0.445529897,0.106339906,0.018641184,0.012785901,0,0.000994528,0,0,0.02851809,0.008422409,0.000348085,3468
1150,90,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,0.365072602,0.058195066,0.072740909,0.044730806,0,0.014773853,0,0,0.009132077,0.019953763,4.09E-05,0.294049958,0.070607046,0.01318768,0.008834707,0,0.001545139,0,0,0.020954912,0.005869037,0.00031152,485
1050,140,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,0.270995402,0.036232226,0.068270802,0.041841795,0,0.013090498,0,0,0.003963675,0.016522075,1.80E-05,0.38734049,0.092562505,0.016916521,0.011371903,0,0.001386155,0,0,0.026114064,0.007561337,0.000337026,1469
850,500,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,0.174480855,0.013662766,0.063761664,0.038207464,0,0.010201615,0,0,0.000554913,0.012640723,3.14E-06,0.482570899,0.115136363,0.018971751,0.013708145,0,0.000616096,0,0,0.02952575,0.008792767,0.000354925,2568
1100,120,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,0.312398333,0.045874503,0.070264771,0.04312652,0,0.013938752,0,0,0.006077174,0.018119358,2.55E-05,0.34634896,0.082921482,0.015355469,0.010288993,0,0.001526282,0,0,0.024001149,0.00686583,0.000326712,498
1040,137,66.405,5.2,1.02,7.29,0.84,1.45,0,0,8.79,7.8,0.25,0.86,0,0.069,0,0,0.026,0.233951915,0.021872371,0.007496068,0.055945098,0.004064504,0.003890018,0,0,0.002388067,0.012504851,2.05E-05,0.48029773,0.098062102,0.003276193,0.031308033,0.001388106,0.00096049,0,0,0.027841058,0.013894214,0.000855231,430
1040,137,66.4,5.3,0,9.2,0,0,0,0,10.4,8.7,0,0,0,0,0,0,0,0.161863408,0.015398229,0,0.055409683,0,0,0,0,0.001976387,0.009652293,0,0.541058529,0.106644384,0,0.054523755,0,0,0,0,0.033734448,0.019746441,0,1827
1040,137,66.565,5.14,1,6.74,2.51,1.45,0,0,8.79,6.57,0.28,0.86,0,0.069,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0.715735021,0.118512485,0.010557972,0.080641762,0.016275094,0.004843294,0,0,0.030219697,0.022232015,0.000976384,507.3
204,759,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633322836,0.09091943,0.009978564,0.058864246,1.44E-06,0,0,0.045435332,0.014439586,0.001298567,0,697.6
1040,137,66.959,4.78,0.55,7.58,0.84,1.45,0,1.17,6.43,9.01,0.25,0.86,0,0.088,0,0,0.033,0.276956341,0.023476796,0.004247341,0.065050958,0.004508284,0.004134935,0,0.002802121,0.002143743,0.018097366,3.21E-05,0.439036425,0.086095432,0.001526303,0.025115158,0.000909796,0.000682347,0,0.012312174,0.019835947,0.012216406,0.000831985,220.5
871,552,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,0.170195435,0.012752649,0.049635495,0.064604631,0,0.012705557,0,0.000408135,0.00025116,0.00339066,3.14E-06,0.475090423,0.113394362,0.022295142,0.019941952,0,0.000768798,0,0.018136948,0.016104647,0.002293024,0.000494705,54.2
982,276,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,0.222759191,0.023904399,0.05599326,0.073816399,0,0.017747023,0,0.001189812,0.000817244,0.004370655,1.60E-05,0.42376873,0.102243946,0.019342315,0.017262432,0,0.001324652,0,0.017358334,0.015536189,0.002067896,0.000485506,103
1093,138,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,0.310924637,0.045261082,0.060473704,0.077308586,0,0.017557051,0,0.004013788,0.002820641,0.004898182,4.71E-05,0.335599294,0.080889526,0.014858427,0.013766807,0,0.001515874,0,0.014529511,0.013533229,0.001539709,0.000452856,52.4
1050,140,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,0.257906091,0.040045378,0.06200104,0.06374254,0.010116199,0.008689263,0,0,0.002516513,0.010845623,2.28E-05,0.376785293,0.098908316,0.020088541,0.017667252,0.002486583,0.001050132,0,0,0.02087206,0.005598892,0.000652932,416
950,240,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,0.188753562,0.023124403,0.056332493,0.05947744,0.008874637,0.00800951,0,0,0.000847398,0.009126374,7.09E-06,0.445689912,0.115825278,0.025269918,0.021196405,0.003482404,0.000905939,0,0,0.022545676,0.006932683,0.00066821,837
1150,90,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,0.359898716,0.066322489,0.068165282,0.068647058,0.011014604,0.008810479,0,0,0.006642487,0.012652642,7.23E-05,0.274790402,0.07263065,0.0139223,0.01276476,0.001595098,0.000934783,0,0,0.016746538,0.003790843,0.000604626,387
850,500,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,0.128202193,0.011515852,0.04527213,0.046936803,0.005295102,0.004451569,0,0,0.00027869,0.006877661,2.49E-06,0.503620214,0.127433854,0.031394752,0.024873802,0.004289336,0.000507185,0,0,0.023113145,0.008643882,0.000673832,805
1100,120,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,0.303581495,0.051732568,0.06489119,0.065954723,0.010567562,0.008716805,0,0,0.004160293,0.011693656,4.17E-05,0.331108268,0.087216639,0.017193467,0.015451145,0.002039092,0.001024332,0,0,0.019232559,0.004753094,0.000636618,319
1040,137,67.237,4.96,0,7.54,0.83,1.44,0,0,8.77,7.21,0.21,1.71,0,0.07,0,0,0.023,0.257036622,0.021890126,0,0.057903263,0.004000263,0.00383149,0,0,0.00279372,0.011616561,1.80E-05,0.47342099,0.092252585,0,0.032141637,0.001371547,0.000967774,0,0,0.027302766,0.012734882,0.00071141,323.3
982,248,66.8,5.4,5,7.9,2,0,0,0,5.9,6.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682923715,0.120080999,0.050908238,0.091162642,0.012506874,0,0,0,0.019566604,0.022515544,0.000335384,107.5
1148,90,65.081,6.2,7.5,5,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.669129338,0.13850776,0.07670961,0.057964637,0.009422678,0.009713504,0,0,0.021650218,0.016393322,0.000504762,46.3
982,276,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.646877219,0.138142475,0.07650961,0.080935738,0.009401781,0.009684321,0,0,0.021593239,0.016350343,0.000505273,80.4
1148,90,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0.37456321,0.067243652,0.063403071,0.067919254,0.008119391,0.008721955,0,0,0.006256922,0.012367768,5.48E-05,0.272316984,0.070896966,0.013106311,0.013016301,0.001275801,0.000962721,0,0,0.01534092,0.003983943,0.000450052,74.3
871,552,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.646204536,0.138143079,0.075133105,0.07869426,0.008924047,0.007420822,0,0,0.021594668,0.015311319,0.000508283,114.3
1093,138,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0.310754598,0.051015396,0.059791347,0.064634679,0.007689307,0.008594844,0,0,0.003730815,0.011202793,3.10E-05,0.336125028,0.087124402,0.016715532,0.016305365,0.001708227,0.001090563,0,0,0.017864001,0.005143983,0.000477724,98.4
982,276,65.081,6.2,7.5,5,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,0.217913296,0.026839613,0.051290039,0.039974735,0.005956751,0.008345938,0,0,0.001340539,0.008691883,1.08E-05,0.451214849,0.111668351,0.025419294,0.017993073,0.003466849,0.00136883,0,0,0.020314966,0.007701266,0.000498919,48.7
982,276,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.215512916,0.023657036,0.054198313,0.072302036,0,0.01286563,0,0.001323144,0.000918418,0.00836694,1.17E-05,0.428011039,0.102917452,0.021186915,0.01875493,0,0.00106666,0,0.017285987,0.015493998,0.004315402,0.000487616,67.1
1148,90,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.377223064,0.062017998,0.063372535,0.079639348,0,0.013229929,0,0.007316973,0.005170744,0.010459004,8.04E-05,0.266432616,0.064555738,0.01221531,0.011742262,0,0.001125396,0,0.011292104,0.01124251,0.002464425,0.000419639,82.9
1093,138,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.305177995,0.044913572,0.059461585,0.076424806,0,0.013118499,0,0.004267899,0.003003527,0.00966083,4.13E-05,0.33847516,0.081658348,0.016129387,0.014963116,0,0.001238861,0,0.014338846,0.0134097,0.003261688,0.000454894,70.1
871,552,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.16317291,0.012521215,0.048441433,0.064973469,0,0.009338218,0,0.000439877,0.000277978,0.006298791,3.05E-06,0.478906377,0.114052782,0.02424851,0.02114877,0,0.000603669,0,0.018171121,0.016136281,0.004517345,0.000495144,66.7
1148,90,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.377755986,0.063047642,0.062723489,0.079404871,0.008315756,0.00877705,0,0.007580179,0.005211373,0.010472616,7.48E-05,0.262126947,0.063978138,0.012481518,0.011517345,0.000922744,0.000745727,0,0.010933569,0.011118118,0.002384068,0.000418059,90.4
1093,138,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.305311322,0.045860877,0.058473268,0.076105672,0.007992525,0.008683686,0,0.004489949,0.00304007,0.009671059,4.16E-05,0.334573862,0.081166163,0.016734697,0.01481818,0.001244055,0.000835774,0,0.014025636,0.013290731,0.003184588,0.000456314,184.5
982,276,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,0.234377149,0.030748091,0.056656243,0.070005374,0,0.017229355,0,0,0.000856297,0.003793354,8.27E-06,0.412272076,0.110018961,0.018868099,0.021301369,0,0.001893846,0,0,0.018821193,0.002661938,0.000486654,64.7
1093,138,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,0.330413828,0.05611887,0.061508168,0.075236348,0,0.017226015,0,0,0.003168885,0.004544993,3.29E-05,0.316234035,0.084648915,0.014017802,0.016068747,0,0.001892833,0,0,0.016511463,0.001910903,0.000465303,35.4
871,552,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.15694249,0.012750691,0.044941978,0.062013786,0.005310573,0.005662051,0,0.000472576,0.000289453,0.006970496,2.95E-06,0.480719124,0.114276327,0.026816735,0.021597416,0.002181003,0.000418368,0,0.018044714,0.016035173,0.005267328,0.000493812,94.5
871,552,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,0.164629079,0.015419837,0.048494663,0.058349242,0,0.011845403,0,0,0.000223214,0.002675547,3.02E-06,0.480809221,0.125341859,0.023400865,0.026229914,0,0.001237709,0,0,0.019449716,0.003087472,0.000496444,62.2
982,276,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,0.215910376,0.0247464,0.052756968,0.072208424,0.0074632,0.00875944,0,0.001437648,0.000950576,0.008551256,1.18E-05,0.423971328,0.10228284,0.022448184,0.018713904,0.001779096,0.000759,0,0.017074464,0.015380376,0.004305048,0.00048576,68.5
1040,137,67.499,5.03,1.2,7.22,0.83,1.44,0,0.38,8.72,6.93,0.21,0.43,0,0.078,0,0,0.033,0.256182685,0.023033,0.009246635,0.058841885,0.004179375,0.00400477,0,0.00082473,0.00278625,0.01237838,2.23E-05,0.4610676,0.09230151,0.003349905,0.027069495,0.001175295,0.00077934,0,0.00408525,0.0270255,0.010942185,0.000710205,610.1
1040,137,67.275,5.34,1.01,7.19,0.84,1.46,0,0,7.25,8.41,0.26,0.87,0,0.07,0,0,0.025,0.24572625,0.024230822,0.007130046,0.054096966,0.003917452,0.003818276,0,0,0.002008314,0.013250622,2.13E-05,0.472041052,0.097942028,0.003448572,0.031269636,0.00148534,0.001020364,0,0,0.022725702,0.014989018,0.000878288,351.2
1040,137,67.453,5.21,1,6.15,4.21,1.46,0,0,7.25,6.09,0.21,0.87,0,0.061,0,0,0.036,0.288055417,0.0272015,0.007767115,0.052867832,0.021214348,0.004107609,0,0,0.002037208,0.011642375,2.07E-05,0.431474621,0.091976148,0.002708967,0.020132947,0.005868453,0.000731363,0,0,0.02268979,0.008805605,0.000707959,477.5
1148,90,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.373950372,0.062779814,0.062400352,0.068056137,0.008095181,0.008673408,0,0.004914931,0.005836481,0.007553093,6.63E-05,0.279036149,0.068631614,0.012805296,0.011504882,0.001141342,0.000851035,0,0.007428662,0.013759728,0.002091797,0.000429494,52.2
982,276,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.219100812,0.025866148,0.05335876,0.061322296,0.00705824,0.008654016,0,0.001031884,0.001143128,0.006053208,1.15E-05,0.43388396,0.105546172,0.02185138,0.018233112,0.002182056,0.00086296,0,0.01131094,0.018455016,0.003587448,0.000486956,51.4
871,552,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,0.164923054,0.013801321,0.048723951,0.05693121,0.005849305,0.007678542,0,0.000334246,0.000334246,0.00527501,3.04E-06,0.487519324,0.117613709,0.02550692,0.020829731,0.002811841,0.000601057,0,0.012007321,0.019261456,0.004221216,0.000490518,53.8
871,552,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,0.158505123,0.013782534,0.047149671,0.062566001,0.005365194,0.0061013,0,0.000314191,0.000311199,0.005128802,2.99E-06,0.48169757,0.117458646,0.025006794,0.022075294,0.002315063,0.000465752,0,0.012013672,0.019260232,0.004150676,0.00049315,75.7
982,276,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,0.21821935,0.026470219,0.054247756,0.071649694,0.007362054,0.008716767,0,0.00098345,0.001074291,0.00622457,1.18E-05,0.423860772,0.104774777,0.020861779,0.019155566,0.001863523,0.000792602,0,0.0113445,0.018496073,0.003406375,0.000484032,60.1
1148,90,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,0.373240507,0.064181634,0.063044642,0.078593769,0.008235506,0.008721032,0,0.004978179,0.005857043,0.007676229,6.76E-05,0.2688466,0.06706134,0.012067187,0.012209789,0.000994358,0.000786236,0,0.007349769,0.013712888,0.001957883,0.000427805,66.4
1093,138,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,0.306066331,0.047795295,0.059419775,0.075517604,0.007919177,0.008645707,0,0.0030151,0.003445828,0.007088857,3.63E-05,0.336018236,0.083447744,0.015691851,0.015287769,0.001308456,0.000861079,0,0.009308318,0.016124796,0.002544755,0.000461808,100.3
1093,138,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,0.342617605,0.05843922,0.061284768,0.076122673,0.015630553,0.012899055,0,0,0.003221913,0,3.42E-05,0.30111723,0.08060391,0.013317953,0.014070015,0.00269883,0.001267763,0,0,0.016214468,0,0.000459833,44.1
982,276,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,0.243248156,0.032904553,0.054525475,0.069419698,0.013257308,0.011986994,0,0,0.000933553,0,8.53E-06,0.400092121,0.106139788,0.019612415,0.019794962,0.004512339,0.001323467,0,0,0.018505722,0,0.000484891,161.8
871,552,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,0.157601541,0.015628604,0.041772785,0.052226522,0.007111577,0.006467881,0,0,0.000278279,0,2.81E-06,0.481658574,0.12341005,0.027289574,0.026734043,0.006234286,0.000864158,0,0,0.01916237,0,0.000486946,101.9
1040,137,67.7,5.2,0,6.6,0,0,0,0,7.7,12.8,0,0,0,0,0,0,0,0.129246114,0.011306258,0,0.028161776,0,0,0,0,0.001271706,0.010654147,0,0.598362221,0.110261275,0,0.051906456,0,0,0,0,0.025572226,0.033257822,0,1920
1093,138,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.657984835,0.1383303,0.076607317,0.069462997,0.009411752,0.009697601,0,0,0.021626445,0.01637134,0.000507354,43.1
982,276,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.657987411,0.138326493,0.076607931,0.069466263,0.009413703,0.009701055,0,0,0.021626958,0.01637226,0.000504215,70.3
871,552,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,0.157264434,0.013970523,0.047253324,0.045318112,0.005099853,0.007942907,0,0,0.000355738,0.007382265,2.85E-06,0.500533459,0.124356227,0.028932323,0.023570788,0.004163745,0.000991028,0,0,0.021267895,0.008648326,0.000506209,64.2
1148,90,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,0.374037005,0.065625325,0.062521826,0.057385001,0.007937109,0.008644612,0,0,0.006224834,0.012104834,5.95E-05,0.283947693,0.072703033,0.01408568,0.012078653,0.001475874,0.001054196,0,0,0.015399371,0.004265439,0.000450061,96.9
1093,138,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,0.269520834,0.043860849,0.057045437,0.044195597,0.007159133,0.015384995,0,0,0.002860975,0.006284326,2.68E-05,0.388526849,0.101853133,0.01993212,0.013969094,0.002297731,0.002480442,0,0,0.020541157,0.003587782,0.000481693,153.7
982,276,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.657676616,0.145708742,0.076090201,0.05701156,0.008939597,0.015797129,0,0,0.023395526,0.009460594,0.000510036,158.7
1148,90,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.658049181,0.145711117,0.076978412,0.058164678,0.009457188,0.017864459,0,0,0.02339812,0.009870464,0.000511112,220.1
871,552,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,0.127553194,0.011606593,0.042004484,0.031765532,0.003423692,0.009194863,0,0,0.000273069,0.003643984,2.29E-06,0.529154148,0.134103174,0.03094631,0.021168266,0.004146671,0.001417217,0,0,0.023125374,0.005278944,0.0005024,257.2
