Temperature,Stress,Ni,Al,Co,Cr,Mo,Re,Ru,Ti,Ta,W,Hf,Nb,Si,C,Y,Ce,B,Ni_A1,Al_A1,Co_A1,Cr_A1,Mo_A1,Re_A1,Ru_A1,Ti_A1,Ta_A1,W_A1,Hf_A1,Ni_L12,Al_L12,Co_L12,Cr_L12,Mo_L12,Re_L12,Ru_L12,Ti_L12,Ta_L12,W_L12,Hf_L12,creep_life
760,724,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.107539866,0.005723651,0.013701694,0.04220186,0.004326286,0,0,0.000211126,0,0.005217307,0,0.536294746,0.117525762,0.031687598,0.040781762,0.005970683,0,0,0.024128314,0,0.011051136,0,574
800,647,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.133891886,0.008544958,0.016311475,0.051748445,0.006748727,0,0,0.000344483,0,0.006102263,0,0.513361115,0.114702539,0.029649497,0.037263993,0.006328264,0,0,0.023997424,0,0.009687168,0,221
800,569,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.133891886,0.008544958,0.016311475,0.051748445,0.006748727,0,0,0.000344483,0,0.006102263,0,0.513361115,0.114702539,0.029649497,0.037263993,0.006328264,0,0,0.023997424,0,0.009687168,0,539
800,530,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.133891886,0.008544958,0.016311475,0.051748445,0.006748727,0,0,0.000344483,0,0.006102263,0,0.513361115,0.114702539,0.029649497,0.037263993,0.006328264,0,0,0.023997424,0,0.009687168,0,980
850,510,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.176171091,0.013887581,0.020346921,0.066314903,0.011573478,0,0,0.000634082,0,0.007368981,0,0.476809432,0.109351502,0.026617289,0.032197563,0.00650235,0,0,0.023707624,0,0.007834239,0,125
850,490,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.176171091,0.013887581,0.020346921,0.066314903,0.011573478,0,0,0.000634082,0,0.007368981,0,0.476809432,0.109351502,0.026617289,0.032197563,0.00650235,0,0,0.023707624,0,0.007834239,0,151
900,363,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.217670161,0.020294913,0.024029118,0.076048318,0.016977651,0,0,0.001155738,0,0.009564101,0,0.441551836,0.102954895,0.024128965,0.027655555,0.006407377,0,0,0.023185587,0,0.007268447,0,109
900,294,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.217670161,0.020294913,0.024029118,0.076048318,0.016977651,0,0,0.001155738,0,0.009564101,0,0.441551836,0.102954895,0.024128965,0.027655555,0.006407377,0,0,0.023185587,0,0.007268447,0,314
900,324,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.217670161,0.020294913,0.024029118,0.076048318,0.016977651,0,0,0.001155738,0,0.009564101,0,0.441551836,0.102954895,0.024128965,0.027655555,0.006407377,0,0,0.023185587,0,0.007268447,0,222
900,245,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.217670161,0.020294913,0.024029118,0.076048318,0.016977651,0,0,0.001155738,0,0.009564101,0,0.441551836,0.102954895,0.024128965,0.027655555,0.006407377,0,0,0.023185587,0,0.007268447,0,900
950,206,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.250317768,0.026868516,0.026516888,0.079298319,0.018210194,0,0,0.001973254,0,0.010499198,0,0.409292402,0.096385145,0.02171143,0.024566808,0.005493818,0,0,0.022368108,0,0.006508152,0,688
950,245,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.250317768,0.026868516,0.026516888,0.079298319,0.018210194,0,0,0.001973254,0,0.010499198,0,0.409292402,0.096385145,0.02171143,0.024566808,0.005493818,0,0,0.022368108,0,0.006508152,0,196
950,294,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.250317768,0.026868516,0.026516888,0.079298319,0.018210194,0,0,0.001973254,0,0.010499198,0,0.409292402,0.096385145,0.02171143,0.024566808,0.005493818,0,0,0.022368108,0,0.006508152,0,52
980,221,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.273537822,0.031778323,0.02815495,0.081315647,0.018792333,0,0,0.002701873,0,0.011044578,0,0.386073155,0.091472412,0.020078501,0.022548936,0.00490771,0,0,0.02163703,0,0.005957783,0,138
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,66
1000,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,164
1000,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,236
1000,157,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,612
1000,137,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,1518
1040,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.333347078,0.044925468,0.032011864,0.085971518,0.019994741,0,0,0.005058718,0,0.012310613,0,0.326260793,0.078323857,0.016220696,0.017890337,0.003703057,0,0,0.019280149,0,0.004696447,0,119
1040,167,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.333347078,0.044925468,0.032011864,0.085971518,0.019994741,0,0,0.005058718,0,0.012310613,0,0.326260793,0.078323857,0.016220696,0.017890337,0.003703057,0,0,0.019280149,0,0.004696447,0,190
1040,157,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.333347078,0.044925468,0.032011864,0.085971518,0.019994741,0,0,0.005058718,0,0.012310613,0,0.326260793,0.078323857,0.016220696,0.017890337,0.003703057,0,0,0.019280149,0,0.004696447,0,393
1093,98,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.408857648,0.062230029,0.036324926,0.090992077,0.021141389,0,0,0.008801957,0,0.013661973,0,0.250754096,0.061022975,0.011906747,0.012869741,0.002559628,0,0,0.015536766,0,0.003343627,0,392
760,804,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.107539866,0.005723651,0.013701694,0.04220186,0.004326286,0,0,0.000211126,0,0.005217307,0,0.536294746,0.117525762,0.031687598,0.040781762,0.005970683,0,0,0.024128314,0,0.011051136,0,247
850,425,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.176171091,0.013887581,0.020346921,0.066314903,0.011573478,0,0,0.000634082,0,0.007368981,0,0.476809432,0.109351502,0.026617289,0.032197563,0.00650235,0,0,0.023707624,0,0.007834239,0,463
850,441,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.176171091,0.013887581,0.020346921,0.066314903,0.011573478,0,0,0.000634082,0,0.007368981,0,0.476809432,0.109351502,0.026617289,0.032197563,0.00650235,0,0,0.023707624,0,0.007834239,0,372
850,510,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.176171091,0.013887581,0.020346921,0.066314903,0.011573478,0,0,0.000634082,0,0.007368981,0,0.476809432,0.109351502,0.026617289,0.032197563,0.00650235,0,0,0.023707624,0,0.007834239,0,162
980,221,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.273537822,0.031778323,0.02815495,0.081315647,0.018792333,0,0,0.002701873,0,0.011044578,0,0.386073155,0.091472412,0.020078501,0.022548936,0.00490771,0,0,0.02163703,0,0.005957783,0,182
982,207,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.275227756,0.032140564,0.028268045,0.081457845,0.01883187,0,0,0.00275709,0,0.01108683,0,0.384385176,0.091107083,0.019962344,0.022405366,0.004869536,0,0,0.021580021,0,0.005920475,0,327.6
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,121.3
1030,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.321843997,0.042352385,0.031302812,0.085128758,0.019793057,0,0,0.004555299,0,0.012078522,0,0.337768236,0.080897279,0.016927047,0.018733243,0.003911814,0,0,0.019781222,0,0.004925988,0,80.1
1038,159,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.330990775,0.044396158,0.031866823,0.085801819,0.019957857,0,0,0.004952348,0,0.01226422,0,0.328618208,0.078850895,0.016362089,0.018062657,0.003744067,0,0,0.019387408,0,0.004744677,0,275
1040,117,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.333347078,0.044925468,0.032011864,0.085971518,0.019994741,0,0,0.005058718,0,0.012310613,0,0.326260793,0.078323857,0.016220696,0.017890337,0.003703057,0,0,0.019280149,0,0.004696447,0,96.37
760,724,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.107539866,0.005723651,0.013701694,0.04220186,0.004326286,0,0,0.000211126,0,0.005217307,0,0.536294746,0.117525762,0.031687598,0.040781762,0.005970683,0,0,0.024128314,0,0.011051136,0,539.8
800,656,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.133891886,0.008544958,0.016311475,0.051748445,0.006748727,0,0,0.000344483,0,0.006102263,0,0.513361115,0.114702539,0.029649497,0.037263993,0.006328264,0,0,0.023997424,0,0.009687168,0,668.5
900,258,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.217670161,0.020294913,0.024029118,0.076048318,0.016977651,0,0,0.001155738,0,0.009564101,0,0.441551836,0.102954895,0.024128965,0.027655555,0.006407377,0,0,0.023185587,0,0.007268447,0,1099.4
1000,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,180
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,80
1000,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,0.291219849,0.035599159,0.029342825,0.082769937,0.019185147,0,0,0.003329146,0,0.011439209,0,0.368391908,0.087647851,0.018886351,0.021094942,0.004512062,0,0,0.021010605,0,0.005566282,0,521
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.207062642,0.005675467,0.056329586,0.090144954,0.007379639,0,0,0.001539499,0.000321686,0.014506525,0,0.433233263,0.075698181,0.015763443,0.00901455,0.000354572,0,0,0.051755536,0.013281437,0.001869017,0,139
800,652,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.217392416,0.007218944,0.058486777,0.092747472,0.009048928,0,0,0.002137001,0.000476685,0.016465817,0,0.425042091,0.074158695,0.016208355,0.009094655,0.000419844,0,0,0.051161872,0.013133439,0.002116961,0,203
800,713,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.217392416,0.007218944,0.058486777,0.092747472,0.009048928,0,0,0.002137001,0.000476685,0.016465817,0,0.425042091,0.074158695,0.016208355,0.009094655,0.000419844,0,0,0.051161872,0.013133439,0.002116961,0,79
850,539,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.230049729,0.009508181,0.059169065,0.093300344,0.010032887,0,0,0.00321594,0.000757439,0.017112186,0,0.413543765,0.071863973,0.016353698,0.009419961,0.000484554,0,0,0.050076349,0.012852218,0.002255484,0,110
850,553,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.230049729,0.009508181,0.059169065,0.093300344,0.010032887,0,0,0.00321594,0.000757439,0.017112186,0,0.413543765,0.071863973,0.016353698,0.009419961,0.000484554,0,0,0.050076349,0.012852218,0.002255484,0,92
900,405,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.244855158,0.012340767,0.059287895,0.092951774,0.010004473,0,0,0.004800908,0.001185846,0.017057604,0,0.398738304,0.069037702,0.016234982,0.00976775,0.000512918,0,0,0.048498665,0.012427121,0.002308133,0,120
950,305,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.265476733,0.016062292,0.059755298,0.092796519,0.009988988,0,0,0.007121561,0.001800368,0.017068242,0,0.378115654,0.065313873,0.015770717,0.00992029,0.00052993,0,0,0.046172801,0.01181214,0.002299896,0,81
980,240,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,128
1040,167,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.327046566,0.026569449,0.061989835,0.093483865,0.010004443,0,0,0.01449646,0.003643525,0.017335858,0,0.316549284,0.054805707,0.013532163,0.009233764,0.00050779,0,0,0.038801407,0.009964269,0.002031161,0,107
1040,147,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.327046566,0.026569449,0.061989835,0.093483865,0.010004443,0,0,0.01449646,0.003643525,0.017335858,0,0.316549284,0.054805707,0.013532163,0.009233764,0.00050779,0,0,0.038801407,0.009964269,0.002031161,0,197
1040,158,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.327046566,0.026569449,0.061989835,0.093483865,0.010004443,0,0,0.01449646,0.003643525,0.017335858,0,0.316549284,0.054805707,0.013532163,0.009233764,0.00050779,0,0,0.038801407,0.009964269,0.002031161,0,120
1040,167,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.327046566,0.026569449,0.061989835,0.093483865,0.010004443,0,0,0.01449646,0.003643525,0.017335858,0,0.316549284,0.054805707,0.013532163,0.009233764,0.00050779,0,0,0.038801407,0.009964269,0.002031161,0,92
980,227,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,171
980,231,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,128
980,231,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,148
980,239,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,128
980,240,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.281736189,0.018893639,0.060258846,0.092853941,0.009985723,0,0,0.009021109,0.002288497,0.017112056,0,0.361853282,0.062485864,0.015265971,0.009867526,0.000533243,0,0,0.044274363,0.011319977,0.002254854,0,128
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.207062642,0.005675467,0.056329586,0.090144954,0.007379639,0,0,0.001539499,0.000321686,0.014506525,0,0.433233263,0.075698181,0.015763443,0.00901455,0.000354572,0,0,0.051755536,0.013281437,0.001869017,0,138
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,0.207062642,0.005675467,0.056329586,0.090144954,0.007379639,0,0,0.001539499,0.000321686,0.014506525,0,0.433233263,0.075698181,0.015763443,0.00901455,0.000354572,0,0,0.051755536,0.013281437,0.001869017,0,151
650,980,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.114774107,0.003883543,0.05597536,0.029101066,0.003005255,0.004072064,0,1.11E-05,5.77E-05,0.01090985,0,0.531930163,0.126984288,0.03115488,0.017476762,0.005149939,0.000157651,0,0.001283731,0.024758746,0.011786304,3.75E-05,102
650,1000,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.114774107,0.003883543,0.05597536,0.029101066,0.003005255,0.004072064,0,1.11E-05,5.77E-05,0.01090985,0,0.531930163,0.126984288,0.03115488,0.017476762,0.005149939,0.000157651,0,0.001283731,0.024758746,0.011786304,3.75E-05,65
650,1030,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.114774107,0.003883543,0.05597536,0.029101066,0.003005255,0.004072064,0,1.11E-05,5.77E-05,0.01090985,0,0.531930163,0.126984288,0.03115488,0.017476762,0.005149939,0.000157651,0,0.001283731,0.024758746,0.011786304,3.75E-05,64
650,1060,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.114774107,0.003883543,0.05597536,0.029101066,0.003005255,0.004072064,0,1.11E-05,5.77E-05,0.01090985,0,0.531930163,0.126984288,0.03115488,0.017476762,0.005149939,0.000157651,0,0.001283731,0.024758746,0.011786304,3.75E-05,4
760,810,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,238
760,830,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,61
760,840,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,24
760,850,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,16
760,900,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,12
760,1000,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.13309573,0.007347061,0.058663339,0.033448801,0.006099835,0.005153486,0,2.31E-05,0.000223729,0.013102302,0,0.517198875,0.123519,0.035053688,0.01705035,0.006611813,0.000339825,0,0.00127065,0.024592988,0.013083263,3.69E-05,2
850,630,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,162
850,660,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,127
850,680,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,69
850,700,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,20
850,900,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,11
850,1050,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.161411523,0.012892698,0.06223646,0.035497053,0.007556855,0.006127342,0,5.12E-05,0.000574815,0.014605104,0,0.489209171,0.117978669,0.032366015,0.015728625,0.005354723,0.000524288,0,0.001244309,0.024250044,0.012352214,3.50E-05,0.5
980,250,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,275
980,310,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,112
980,320,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,96
980,360,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,51
980,400,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,30
980,500,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.225121741,0.027136976,0.067544748,0.037846054,0.009169697,0.005965591,0,0.000160597,0.00211518,0.016635499,0,0.425499767,0.103727316,0.027057184,0.013388683,0.003741045,0.000687379,0,0.001131438,0.022707839,0.010322851,3.65E-05,9
1070,160,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.297250389,0.043904625,0.073131501,0.040357626,0.01024029,0.005951241,0,0.00034629,0.004724385,0.018788706,0,0.353371449,0.08696213,0.021470197,0.010869003,0.00267809,0.000702367,0,0.000944911,0.020095781,0.008165648,3.03E-05,175
1070,170,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.297250389,0.043904625,0.073131501,0.040357626,0.01024029,0.005951241,0,0.00034629,0.004724385,0.018788706,0,0.353371449,0.08696213,0.021470197,0.010869003,0.00267809,0.000702367,0,0.000944911,0.020095781,0.008165648,3.03E-05,108
